,time,X,Y,Z,marker,stad,Profit,TP,LP,Sum,TH
188,00:03.76,10.546875,-134.625,-55.4811706543,Marker 0,梦,0,0,0,0,0.0
189,00:03.78,10.5546875,-134.6484375,-55.4858398438,Marker 0,梦,0,0,0,0,0.0
190,00:03.80,10.5625,-134.6484375,-55.4905700684,Marker 0,梦,0,0,0,0,0.0
191,00:03.82,10.578125,-134.6640625,-55.4904785156,Marker 0,梦,0,0,0,0,0.0
192,00:03.84,10.5859375,-134.6875,-55.4815979004,Marker 0,梦,0,0,0,0,0.0
193,00:03.86,10.5859375,-134.75,-55.4736328125,Marker 0,梦,0,0,0,0,0.0
194,00:03.88,10.59375,-134.796875,-55.4695739746,Marker 0,梦,0,0,0,0,0.0
195,00:03.90,10.6171875,-134.828125,-55.4699401855,Marker 0,梦,0,0,0,0,0.0
196,00:03.92,10.6484375,-134.8046875,-55.5055541992,Marker 0,梦,0,0,0,0,0.0
197,00:03.94,10.6796875,-134.84375,-55.5151977539,Marker 0,梦,0,0,0,0,0.0
198,00:03.96,10.71875,-134.8671875,-55.5343322754,Marker 0,梦,0,0,0,0,0.0
199,00:03.98,10.7578125,-134.859375,-55.5664367676,Marker 0,梦,0,0,0,0,0.0
200,00:04.0,10.796875,-134.8515625,-55.5938720703,Marker 0,梦,0,0,0,0,0.0
201,00:04.2,10.828125,-134.875,-55.589050293,Marker 0,梦,0,0,0,0,0.0
202,00:04.4,10.8203125,-134.9140625,-55.5628051758,Marker 0,梦,0,0,0,0,0.0
203,00:04.6,10.7890625,-135.0,-55.4964599609,Marker 0,梦,0,0,0,0,0.0
204,00:04.8,10.78125,-135.015625,-55.455871582,Marker 0,梦,0,0,0,0,0.0
205,00:04.10,10.78125,-135.015625,-55.4287414551,Marker 0,梦,0,0,0,0,0.0
206,00:04.12,10.78125,-134.9375,-55.4544067383,Marker 0,梦,0,0,0,0,0.0
207,00:04.14,10.7421875,-134.8984375,-55.4856872559,Marker 0,梦,0,0,0,0,0.0
208,00:04.16,10.6953125,-134.828125,-55.5306396484,Marker 0,梦,0,0,0,0,0.0
209,00:04.18,10.65625,-134.8125,-55.5678100586,Marker 0,梦,0,0,0,0,0.0
210,00:04.20,10.6171875,-134.828125,-55.5819702148,Marker 0,梦,0,0,0,0,0.0
211,00:04.22,10.59375,-134.921875,-55.5613098145,Marker 0,梦,0,0,0,0,0.0
212,00:04.24,10.5859375,-135.0078125,-55.5354614258,Marker 0,梦,0,0,0,0,0.0
213,00:04.26,10.5625,-135.1015625,-55.5009460449,Marker 0,梦,0,0,0,0,0.0
214,00:04.28,10.5546875,-135.1328125,-55.4927062988,Marker 0,梦,0,0,0,0,0.0
215,00:04.30,10.5625,-135.1328125,-55.496887207,Marker 0,梦,0,0,0,0,0.0
216,00:04.32,10.5625,-135.1015625,-55.514251709,Marker 0,梦,0,0,0,0,0.0
217,00:04.34,10.5234375,-135.078125,-55.5237426758,Marker 0,梦,0,0,0,0,0.0
218,00:04.36,10.5,-135.0390625,-55.5228881836,Marker 0,梦,0,0,0,0,0.0
