,time,X,Y,Z,marker,stad,Profit,TP,LP,Sum,TH
185,00:03.70,-2.7265625,-118.7734375,-67.5980224609,Marker 0,梦,0,0,0,0,0.0
186,00:03.72,-2.7734375,-118.703125,-67.6176147461,Marker 0,梦,0,0,0,0,0.0
187,00:03.74,-2.8359375,-118.6015625,-67.6259155273,Marker 0,梦,0,0,0,0,0.0
188,00:03.76,-2.90625,-118.5,-67.6152648926,Marker 0,梦,0,0,0,0,0.0
189,00:03.78,-2.984375,-118.4140625,-67.5840759277,Marker 0,梦,0,0,0,0,0.0
190,00:03.80,-3.0234375,-118.3046875,-67.5635681152,Marker 0,梦,0,0,0,0,0.0
191,00:03.82,-3.046875,-118.203125,-67.5487060547,Marker 0,梦,0,0,0,0,0.0
192,00:03.84,-3.0546875,-118.0625,-67.5425415039,Marker 0,梦,0,0,0,0,0.0
193,00:03.86,-3.0546875,-117.9375,-67.5325622559,Marker 0,梦,0,0,0,0,0.0
194,00:03.88,-3.03125,-117.8671875,-67.5034179688,Marker 0,梦,0,0,0,0,0.0
195,00:03.90,-3.0078125,-117.8125,-67.4602355957,Marker 0,梦,0,0,0,0,0.0
196,00:03.92,-2.953125,-117.765625,-67.4271850586,Marker 0,梦,0,0,0,0,0.0
197,00:03.94,-2.921875,-117.703125,-67.4219055176,Marker 0,梦,0,0,0,0,0.0
198,00:03.96,-2.9140625,-117.625,-67.4398498535,Marker 0,梦,0,0,0,0,0.0
199,00:03.98,-2.9140625,-117.609375,-67.444519043,Marker 0,梦,0,0,0,0,0.0
200,00:04.0,-2.9296875,-117.578125,-67.4721069336,Marker 0,梦,0,0,0,0,0.0
201,00:04.2,-2.953125,-117.578125,-67.4866638184,Marker 0,梦,0,0,0,0,0.0
202,00:04.4,-2.9765625,-117.578125,-67.4958496094,Marker 0,梦,0,0,0,0,0.0
203,00:04.6,-3.015625,-117.5859375,-67.5051574707,Marker 0,梦,0,0,0,0,0.0
204,00:04.8,-3.0703125,-117.609375,-67.4969177246,Marker 0,梦,0,0,0,0,0.0
205,00:04.10,-3.125,-117.6796875,-67.4649658203,Marker 0,梦,0,0,0,0,0.0
206,00:04.12,-3.171875,-117.71875,-67.4610595703,Marker 0,梦,0,0,0,0,0.0
207,00:04.14,-3.203125,-117.734375,-67.4706726074,Marker 0,梦,0,0,0,0,0.0
208,00:04.16,-3.234375,-117.7265625,-67.5032653809,Marker 0,梦,0,0,0,0,0.0
209,00:04.18,-3.265625,-117.734375,-67.5310974121,Marker 0,梦,0,0,0,0,0.0
210,00:04.20,-3.2578125,-117.7578125,-67.5507202148,Marker 0,梦,0,0,0,0,0.0
211,00:04.22,-3.21875,-117.7890625,-67.565032959,Marker 0,梦,0,0,0,0,0.0
212,00:04.24,-3.171875,-117.8203125,-67.574005127,Marker 0,梦,0,0,0,0,0.0
213,00:04.26,-3.140625,-117.8125,-67.591796875,Marker 0,梦,0,0,0,0,0.0
214,00:04.28,-3.1171875,-117.7578125,-67.6280822754,Marker 0,梦,0,0,0,0,0.0
215,00:04.30,-3.078125,-117.7109375,-67.6510009766,Marker 0,梦,0,0,0,0,0.0
216,00:04.32,-3.015625,-117.703125,-67.631439209,Marker 0,梦,0,0,0,0,0.0
217,00:04.34,-2.96875,-117.6640625,-67.5984802246,Marker 0,梦,0,0,0,0,0.0
218,00:04.36,-2.9375,-117.65625,-67.5141906738,Marker 0,梦,0,0,0,0,0.0
219,00:04.38,-2.9609375,-117.578125,-67.4476318359,Marker 0,梦,0,0,0,0,0.0
220,00:04.40,-3.0078125,-117.53125,-67.3638916016,Marker 0,梦,0,0,0,0,0.0
221,00:04.42,-3.046875,-117.484375,-67.3181762695,Marker 0,梦,0,0,0,0,0.0
222,00:04.44,-3.0625,-117.3828125,-67.3406677246,Marker 0,梦,0,0,0,0,0.0
223,00:04.46,-3.0546875,-117.296875,-67.4000854492,Marker 0,梦,0,0,0,0,0.0
224,00:04.48,-3.0703125,-117.2578125,-67.4710388184,Marker 0,梦,0,0,0,0,0.0
225,00:04.50,-3.09375,-117.265625,-67.5407104492,Marker 0,梦,0,0,0,0,0.0
226,00:04.52,-3.1171875,-117.359375,-67.5698242188,Marker 0,梦,0,0,0,0,0.0
227,00:04.54,-3.1328125,-117.5,-67.5752258301,Marker 0,梦,0,0,0,0,0.0
228,00:04.56,-3.125,-117.6171875,-67.5761413574,Marker 0,梦,0,0,0,0,0.0
229,00:04.58,-3.109375,-117.75,-67.5543823242,Marker 0,梦,0,0,0,0,0.0
230,00:04.60,-3.078125,-117.84375,-67.5489501953,Marker 0,梦,0,0,0,0,0.0
231,00:04.62,-3.0625,-117.90625,-67.5548706055,Marker 0,梦,0,0,0,0,0.0
232,00:04.64,-3.046875,-117.9375,-67.5597839355,Marker 0,梦,0,0,0,0,0.0
233,00:04.66,-3.046875,-117.953125,-67.5549621582,Marker 0,梦,0,0,0,0,0.0
234,00:04.68,-3.046875,-117.953125,-67.550567627,Marker 0,梦,0,0,0,0,0.0
235,00:04.70,-3.046875,-117.90625,-67.5550231934,Marker 0,梦,0,0,0,0,0.0
236,00:04.72,-3.0625,-117.859375,-67.5458984375,Marker 0,梦,0,0,0,0,0.0
237,00:04.74,-3.0703125,-117.8046875,-67.5320739746,Marker 0,梦,0,0,0,0,0.0
238,00:04.76,-3.0625,-117.7421875,-67.5219116211,Marker 0,梦,0,0,0,0,0.0
239,00:04.78,-3.046875,-117.6953125,-67.5162963867,Marker 0,梦,0,0,0,0,0.0
240,00:04.80,-3.0390625,-117.671875,-67.4976501465,Marker 0,梦,0,0,0,0,0.0
241,00:04.82,-3.015625,-117.6796875,-67.4771118164,Marker 0,梦,0,0,0,0,0.0
242,00:04.84,-3.0078125,-117.6953125,-67.4686279297,Marker 0,梦,0,0,0,0,0.0
243,00:04.86,-2.9921875,-117.703125,-67.4733886719,Marker 0,梦,0,0,0,0,0.0
244,00:04.88,-2.9765625,-117.7265625,-67.4866943359,Marker 0,梦,0,0,0,0,0.0
245,00:04.90,-2.9375,-117.71875,-67.5107421875,Marker 0,梦,0,0,0,0,0.0
246,00:04.92,-2.921875,-117.75,-67.5150756836,Marker 0,梦,0,0,0,0,0.0
247,00:04.94,-2.9140625,-117.7578125,-67.5203552246,Marker 0,梦,0,0,0,0,0.0
248,00:04.96,-2.9296875,-117.7890625,-67.5115356445,Marker 0,梦,0,0,0,0,0.0
249,00:04.98,-2.9296875,-117.7890625,-67.5113830566,Marker 0,梦,0,0,0,0,0.0
250,00:05.0,-2.9296875,-117.8125,-67.4931335449,Marker 0,梦,0,0,0,0,0.0
251,00:05.2,-2.9140625,-117.8125,-67.4879150391,Marker 0,梦,0,0,0,0,0.0
252,00:05.4,-2.9140625,-117.8125,-67.4839477539,Marker 0,梦,0,0,0,0,0.0
253,00:05.6,-2.90625,-117.8046875,-67.4838256836,Marker 0,梦,0,0,0,0,0.0
