,time,X,Y,Z,marker,stad,Profit,TP,LP,Sum,TH
32162,10:43.24,2.078125,-14.953125,-63.0432128906,Marker 41,Contrib per10 res,1,21,0,117,125.61
32163,10:43.26,1.796875,-15.046875,-63.1977844238,Marker 41,Contrib per10 res,1,21,0,117,125.61
32164,10:43.28,1.5390625,-15.0078125,-63.2615356445,Marker 41,Contrib per10 res,1,21,0,117,125.61
32165,10:43.30,1.3046875,-14.8125,-63.2350158691,Marker 41,Contrib per10 res,1,21,0,117,125.61
32166,10:43.32,1.0703125,-14.5078125,-63.1049499512,Marker 41,Contrib per10 res,1,21,0,117,125.61
32167,10:43.34,0.8046875,-14.109375,-62.9270019531,Marker 41,Contrib per10 res,1,21,0,117,125.61
32168,10:43.36,0.546875,-13.6484375,-62.820892334,Marker 41,Contrib per10 res,1,21,0,117,125.61
32169,10:43.38,0.359375,-13.1484375,-62.7613830566,Marker 41,Contrib per10 res,1,21,0,117,125.61
32170,10:43.40,0.265625,-12.6796875,-62.6890869141,Marker 41,Contrib per10 res,1,21,0,117,125.61
32171,10:43.42,0.203125,-12.2578125,-62.6430358887,Marker 41,Contrib per10 res,1,21,0,117,125.61
32172,10:43.44,0.140625,-11.90625,-62.720703125,Marker 41,Contrib per10 res,1,21,0,117,125.61
32173,10:43.46,0.0859375,-11.7265625,-62.9187927246,Marker 41,Contrib per10 res,1,21,0,117,125.61
32174,10:43.48,0.046875,-11.828125,-63.1959228516,Marker 41,Contrib per10 res,1,21,0,117,125.61
32175,10:43.50,0.0625,-12.1875,-63.4070129395,Marker 41,Contrib per10 res,1,21,0,117,125.61
32176,10:43.52,0.1328125,-12.7421875,-63.449798584,Marker 41,Contrib per10 res,1,21,0,117,125.61
32177,10:43.54,0.3359375,-13.3515625,-63.3959655762,Marker 41,Contrib per10 res,1,21,0,117,125.61
32178,10:43.56,0.6875,-13.96875,-63.3004150391,Marker 41,Contrib per10 res,1,21,0,117,125.61
32179,10:43.58,1.109375,-14.5,-63.2292175293,Marker 41,Contrib per10 res,1,21,0,117,125.61
32180,10:43.60,1.4375,-14.859375,-63.177520752,Marker 41,Contrib per10 res,1,21,0,117,125.61
32181,10:43.62,1.6015625,-14.984375,-63.1495361328,Marker 41,Contrib per10 res,1,21,0,117,125.61
32182,10:43.64,1.578125,-14.75,-63.3580627441,Marker 41,Contrib per10 res,1,21,0,117,125.61
32183,10:43.66,1.2890625,-14.09375,-63.866394043,Marker 41,Contrib per10 res,1,21,0,117,125.61
32184,10:43.68,0.8125,-13.2421875,-64.4108276367,Marker 41,Contrib per10 res,1,21,0,117,125.61
32185,10:43.70,0.1796875,-12.6171875,-64.5585327148,Marker 41,Contrib per10 res,1,21,0,117,125.61
32186,10:43.72,-0.765625,-12.3203125,-64.1999511719,Marker 41,Contrib per10 res,1,21,0,117,125.61
32187,10:43.74,-1.765625,-12.1328125,-63.6339416504,Marker 41,Contrib per10 res,1,21,0,117,125.61
32188,10:43.76,-2.2734375,-11.8203125,-63.1647949219,Marker 41,Contrib per10 res,1,21,0,117,125.61
32189,10:43.78,-2.2890625,-11.3671875,-62.8882446289,Marker 41,Contrib per10 res,1,21,0,117,125.61
32190,10:43.80,-2.1796875,-10.9375,-62.8399047852,Marker 41,Contrib per10 res,1,21,0,117,125.61
32191,10:43.82,-2.0703125,-10.6875,-62.971862793,Marker 41,Contrib per10 res,1,21,0,117,125.61
32192,10:43.84,-1.78125,-10.734375,-63.2198181152,Marker 41,Contrib per10 res,1,21,0,117,125.61
32193,10:43.86,-1.3046875,-11.203125,-63.4057006836,Marker 41,Contrib per10 res,1,21,0,117,125.61
32194,10:43.88,-0.859375,-12.0,-63.4060668945,Marker 41,Contrib per10 res,1,21,0,117,125.61
